exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
康軒_112_新北安和國小_期中考,1,dry_run,0,0,0.0000
南一_112_成功國小_第二次段考,1,dry_run,0,0,0.0000
康軒_108_大園國小_第三次段考,1,dry_run,0,0,0.0000
康軒_108_安和國小_第二次段考,1,dry_run,0,0,0.0000
南一_111_文德國小_第一次段考,1,dry_run,0,0,0.0000
南一_111_文德國小_第二次段考,1,dry_run,0,0,0.0000
康軒_109_內安國小_第一次段考,1,dry_run,0,0,0.0000
南一_109_成德國小_第一次段考,1,dry_run,0,0,0.0000
南一_108_舊館國小_第一次段考,1,dry_run,0,0,0.0000
康軒_112_勝利國小_期末考,1,dry_run,0,0,0.0000
康軒_110_內安國小_第一次段考,1,dry_run,0,0,0.0000
南一_108_成功國小_第三次段考,1,dry_run,0,0,0.0000
康軒_111_安和國小_未知,1,dry_run,0,0,0.0000
南一_112_田中國小_第二次段考,1,dry_run,0,0,0.0000
康軒_111_新北安和國小_未知,1,dry_run,0,0,0.0000
南一_108_文德國小_第一次段考,1,dry_run,0,0,0.0000
康軒_112_安和國小_期末考,1,dry_run,0,0,0.0000
康軒_112_新北安和國小_期末考,1,dry_run,0,0,0.0000
康軒_111_安和國小_期中考,1,dry_run,0,0,0.0000
康軒_111_新北安和國小_期中考,1,dry_run,0,0,0.0000
康軒_108_曉陽國小_第一次段考,1,dry_run,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_112_太平國小_第二次段考,930,error,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_112_太平國小_第二次段考,1830,error,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_112_太平國小_第二次段考,930,error,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_112_太平國小_第二次段考,930,error,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_112_太平國小_第二次段考,1470,error,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_112_太平國小_第二次段考,390,error,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_112_太平國小_第二次段考,480,error,0,0,0.0000
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
翰林_108_寶山國小_第二次段考,113,partial,232857,14738,0.2395
南一_108_文德國小_第一次段考,181,done,174586,9017,0.1284
康軒_113_2四年級自然期中卷_期中考,181,partial,400827,23043,0.3554
康軒_112_安和國小_期末考,262,partial,205935,8993,0.1572
南一_?_未知_期末考,885,partial,2436793,115952,1.9057
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
南一_?_未知_期末考,19,done,32004,1742,0.0390
翰林_108_寶山國小_第二次段考,22,partial,32004,2102,0.0426
康軒_113_2四年級自然期中卷_期中考,29,partial,86803,3677,0.0594
康軒_112_安和國小_期末考,36,partial,32004,1791,0.0396
康軒_112_新北安和國小_期末考,110,partial,210252,11074,0.1679
康軒_108_曉陽國小_第一次段考,83,partial,177204,9448,0.1282
康軒_111_安和國小_期中考,104,partial,209650,11837,0.1693
康軒_111_新北安和國小_期中考,115,partial,264287,13153,0.1859
exam_id,elapsed_s,status,input_tok,output_tok,cost_usd
康軒_112_安和國小_期末考,19,done,32004,1754,0.0393
翰林_108_寶山國小_第二次段考,21,done,55148,2019,0.0156
康軒_113_2四年級自然期中卷_期中考,33,done,109598,4275,0.0362
康軒_112_新北安和國小_期末考,39,done,32004,1943,0.0402
康軒_111_安和國小_期中考,52,done,32004,2868,0.0458
康軒_111_新北安和國小_期中考,26,done,32004,2745,0.0459
康軒_108_曉陽國小_第一次段考,38,done,87757,4539,0.0650
